"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
594,"NCT01939574","A Explore Study of Bevacizumab Combined With Conventional Therapy in Glioblastoma","Active, not recruiting","No Results Available","Glioblastoma","Other: Chemoradiation Therapy|Other: Adjuvant Therapy","Shandong Cancer Hospital and Institute","All","18 Years and older   (Adult, Senior)","","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ML28676","September 2, 2013","August 2013","September 2016","January 20, 2016","January 2016","No Study Results Posted","null","June 2016","Correlation between image biomarker change and PFS|To assess overall survival(OS)|To evaluate the overall response rate (ORR)|To evaluate health-related quality of life|To assess the safety profile","https://ClinicalTrials.gov/show/NCT01939574"
595,"NCT01390948","A Study of Bevacizumab (Avastin) in Combination With Temozolomide (TMZ) and Radiotherapy in Paediatric and Adolescent Participants With High-Grade Glioma","Active, not recruiting","No Results Available","High Grade Glioma","Drug: Bevacizumab|Radiation: Radiotherapy|Drug: Temozolomide (TMZ)","Hoffmann-La Roche","All","6 Months to 18 Years   (Child, Adult)","Phase 2","123","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","BO25041|2010-022189-28|ITCC-019|HGG-01","July 7, 2011","October 2011","March 2020","April 27, 2016","April 2016","No Study Results Posted","null","March 2020","Event-Free Survival Defined as the Earliest Occurrence of Any One of the Following: Tumor progression, Tumor recurrence, Second Primary non- HGG Malignancy or Death Attributable to Any Cause as Determined by the Central Radiology Review Committee (CRRC)|Overall Survival|1-Year Overall Survival|6-Months EFS Defined as the Earliest Occurrence of Any One of the Following: Tumor Progression, Tumor Recurrence, Second Primary Non-HGG Malignancy or Death Attributable to Any Cause as Determined by the CRRC|1-year EFS Defined as the Earliest Occurrence of Any One of the Following: Tumor Progression, Tumor Recurrence, Second Primary Non-HGG Malignancy or Death Attributable to Any Cause as Determined by the CRRC|EFS Defined as the Earliest Occurrence of Any One of the Following: Tumor Progression, Tumor Recurrence, Second Primary Non-HGG Malignancy or Death Attributable to Any Cause Determined by the Investigator|Neurological Psychological Function as Measured by the Wechsler Scale Between the Treatment Arms|Percentage of Participants with Adverse Events|Percentage of Participants with Overall Response as Determined by the CRRC based on Response Assessment in Neuro-Oncology (RANO) Criteria|Functional Changes in Tumor Assessed by MRI|Health Status as Measured by the Health Utility Index (HUI) Between the Treatment Arms (for Participants Aged 5 Years and Older)","https://ClinicalTrials.gov/show/NCT01390948"
596,"NCT02206230","Trial of Hypofractionated Radiation Therapy for Glioblastoma","Recruiting","No Results Available","Glioblastoma","Radiation: Hypofractionated radiation therapy|Radiation: Standard radiation therapy","AHS Cancer Control Alberta|Cross Cancer Institute","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","132","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","BR-02-1401","July 24, 2014","August 2014","August 2020","December 31, 2015","December 2015","No Study Results Posted","null","August 2019","Overall survival|Progression-free survival (PFS)","https://ClinicalTrials.gov/show/NCT02206230"
597,"NCT00416819","Combination Chemotherapy and Rituximab in Treating Patients With Newly Diagnosed Primary CNS Lymphoma","Completed","No Results Available","Brain and Central Nervous System Tumors|Lymphoma","Biological: filgrastim|Biological: rituximab|Drug: cytarabine|Drug: etoposide phosphate|Drug: leucovorin calcium|Drug: methotrexate|Drug: temozolomide","University of California, San Francisco|National Cancer Institute (NCI)","All","Child, Adult, Senior","","10","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000458052|UCSF-03301|UCSF-H9414-23160-02A","December 27, 2006","September 2003","February 2012","August 18, 2015","August 2015","No Study Results Posted","null","December 2005","rate of toxicity in patients with untreated primary CNS lymphoma|Efficacy in patients with untreated primary CNS lymphoma treated with induction therapy comprising high-dose methotrexate, leucovorin calcium, rituximab, and temozolomide followed by consolidation therapy comprising cytarabine and etoposide phosphate.","https://ClinicalTrials.gov/show/NCT00416819"
598,"NCT01284335","A Safety Study in Patients With Advanced Solid Tumors","Completed","No Results Available","Advanced Solid Tumors","Drug: Gemcitabine|Drug: Docetaxel|Drug: Temozolomide|Drug: Cisplatin|Drug: Erlotinib|Drug: LY573636","Eli Lilly and Company","All","18 Years and older   (Adult, Senior)","Phase 1","234","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","12267|H8K-MC-JZAK","January 19, 2011","July 2008","May 2016","August 25, 2016","August 2016","No Study Results Posted","null","October 2012","Recommended Phase 2 dose|Pharmacokinetic, concentration maximum (Cmax)|Number of patients with a tumor response|Number of participants with a clinically significant effects|Pharmacokinetic, area under the curve (AUC)","https://ClinicalTrials.gov/show/NCT01284335"
599,"NCT00820963","Standard Radiation Therapy, Higher-Dose Radiation Therapy, or Chemotherapy in Treating Older Patients With Glioblastoma Multiforme","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: temozolomide|Radiation: hypofractionated radiation therapy|Radiation: radiation therapy","Centre Leon Berard|National Cancer Institute (NCI)","All","60 Years and older   (Adult, Senior)","Phase 3","70","Other","Interventional","Allocation: Randomized|Primary Purpose: Treatment","CDR0000626713|LEONB-ET2005-006|LEONB-Nordic Glioma Adulte|INCA-RECF0031|EUDRACT-2006-003606-25|SPRI-LEONB-ET2005-006","January 9, 2009","July 2006","null","May 11, 2011","July 2009","No Study Results Posted","null","May 2011","Duration of survival","https://ClinicalTrials.gov/show/NCT00820963"
600,"NCT00761280","Efficacy and Safety of AP 12009 in Patients With Recurrent or Refractory Anaplastic Astrocytoma or Secondary Glioblastoma","Terminated","Has Results","Anaplastic Astrocytoma|Glioblastoma","Drug: trabedersen|Drug: temozolomide|Device: Drug delivery system for administration of AP 12009|Procedure: Placement of Drug Delivery System|Drug: carmustine|Drug: lomustine","Isarna Therapeutics GmbH","All","18 Years to 70 Years   (Adult, Senior)","Phase 3","27","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","AP 12009-G005","September 26, 2008","December 2008","June 2012","November 4, 2014","November 2014","August 7, 2014","SAPPHIRE","February 2012","Survival Rate at 24 Months in the Intent-to-treat Population - Percentage of Participants (Descriptive Analysis, Only)|Survival at 24 Months in the Intent-to-treat Population - Number of Participants|Survival Rate at 12, 18, and 21 Months in the Intent-to-treat Population - Percentage of Participants (Descriptive Analysis, Only)|Survival at 12, 18, and 21 Months in the Intent-to-treat Population - Number of Participants|Median Overall Survival (Days) From Randomization in the Intent-to-treat Population (Descriptive Analysis, Only)|Response Category by Independent Review in the Intent-to-treat Population - Number of Participants|Overall Response Rate (CR+PR) by Independent Review in the Intent-to-treat Population - Percentage of Participants (Descriptive Analysis, Only)|Tumor Control Rate (CR+PR+SD) by Independent Review in the Intent-to-treat Population - Percentage of Participants (Descriptive Analysis, Only)|Median Duration of Response (Days) by Independent Review (Descriptive Analysis, Only)|Disease Progression at 10, 12, 14, 16, 18, 21, and 24 Months by Independent Review in the Intent-to-treat Population - Number of Participants|Disease Progression Rate at 10, 12, 14, 16, 18, 21, and 24 Months by Independent Review in the Intent-to-treat Population - Percentage of Participants (Descriptive Analysis, Only)|Median Time to Progression (Days) by Independent Review for the Intent-to-treat Population (Descriptive Analysis, Only)","https://ClinicalTrials.gov/show/NCT00761280"
601,"NCT00431561","Phase IIb Clinical Trial With TGF-β2 Antisense Compound AP 12009 for Recurrent or Refractory High-grade Glioma","Completed","No Results Available","Glioblastoma|Anaplastic Astrocytoma","Drug: AP 12009 10 µM|Drug: AP 12009 80 µM|Drug: temozolomide or PCV|Device: Drug delivery system for administration of AP 12009|Procedure: Placement of Drug Delivery System","Isarna Therapeutics GmbH","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","141","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","AP 12009-G004","February 5, 2007","April 2003","March 2009","December 2, 2013","December 2013","No Study Results Posted","null","March 2009","Overall response rate of two AP 12009 dose groups and control group assessed by the evaluation of tumor size on brain MRI scans|Overall survival|Response rates|Progression-free survival|Time to progression|Time to response|Best of all response rates assessed by survival status and variation of tumor size on brain MRI|Change of quality of life and Karnofsky Performance Status (KPS)|Best of all response rates|Safety and tolerability","https://ClinicalTrials.gov/show/NCT00431561"
602,"NCT02313389","Maintenance Treatment Versus Observation in Elderly Patients With PCNS Lymphoma","Recruiting","No Results Available","Primary Central Nervous System Lymphoma","Drug: Rituximab, Methotrexate, Temozolomide","Assistance Publique - Hôpitaux de Paris","All","60 Years and older   (Adult, Senior)","Phase 3","295","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","P130950|2014-002597-37","December 5, 2014","September 2015","June 2021","November 4, 2016","November 2016","No Study Results Posted","BLOCAGE-01","June 2019","progression free survival|overall survival|Toxicity graded according to the NCI-CTCAE|Cognitive functions evaluated by a standardized and validated test battery exploring 5 cognitive domains|Quality of life","https://ClinicalTrials.gov/show/NCT02313389"
603,"NCT01014767","Intercontinental Multidisciplinary Registry and Treatment Optimization Study for Choroid Plexus Tumors","Suspended","No Results Available","Brain Cancer|Choroid Plexus Tumors","Drug: Carboplatin|Drug: Cisplatin|Drug: Cyclophosphamide|Drug: Dactinomycin|Drug: Doxorubicin|Drug: Etoposide|Drug: Irinotecan|Drug: Leucovorin|Drug: Methotrexate|Drug: Temozolomide|Drug: Vincristine","Tufts Medical Center","All","Child, Adult, Senior","Phase 3","190","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CPT-SIOP-2009","November 13, 2009","November 2009","null","July 21, 2016","July 2016","No Study Results Posted","null","October 2013","Time to Disease Progression|Toxicity during first 4 months of therapy","https://ClinicalTrials.gov/show/NCT01014767"
604,"NCT03137888","Spectroscopic MRI-Guided Radiation Therapy Planning in Glioblastoma","Not yet recruiting","No Results Available","Glioblastoma|Gliosarcoma","Radiation: Dose-Escalated Radiation Therapy|Procedure: Spectroscopic Magnetic Resonance Imaging|Drug: Temozolomide","Emory University|Johns Hopkins University|University of Miami","All","18 Years and older   (Adult, Senior)","Phase 2","36","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","IRB00094188|NCI-2017-00424|RAD3383-17","April 25, 2017","October 2017","October 2019","April 30, 2017","April 2017","No Study Results Posted","null","October 2019","Feasibility as assessed by successful co-registration of sMRI-based treatment volumes with clinical images into the radiation treatment execution platform|Incidence of adverse event assessed by Common Terminology Criteria for Adverse Events version 4.0|Progression free survival (PFS)","https://ClinicalTrials.gov/show/NCT03137888"
605,"NCT02189109","The Effects of NVX-108 as a Radiation Sensitizer in Glioblastoma","Active, not recruiting","No Results Available","Glioblastoma Multiforme","Drug: NVX-108","NuvOx Pharma Pty Ltd|The Alfred","All","18 Years to 70 Years   (Adult, Senior)","Phase 1","25","Industry|Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NVX108-GBM1B","May 19, 2014","May 2014","December 2017","September 22, 2016","September 2016","No Study Results Posted","GBM","September 2017","Safety and Tolerability of NVX-108 in Combination with Radiation and Temozolomide Defined by no Drug related Adverse Events (AE) in No More than 1 Patient per Treatment Group|Progression Free Survival at 6 months","https://ClinicalTrials.gov/show/NCT02189109"
