"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
2934,"NCT00653068","Combination Chemotherapy, Radiation Therapy, and an Autologous Peripheral Blood Stem Cell Transplant in Treating Young Patients With Atypical Teratoid/Rhabdoid Tumor of the Central Nervous System","Active, not recruiting","Has Results","Childhood Atypical Teratoid/Rhabdoid Tumor","Procedure: autologous hematopoietic stem cell transplantation|Radiation: 3-dimensional conformal radiation therapy|Drug: methotrexate|Drug: leucovorin calcium|Drug: etoposide|Drug: cyclophosphamide|Drug: cisplatin|Biological: filgrastim|Drug: carboplatin|Drug: thiotepa|Drug: vincristine sulfate|Other: laboratory biomarker analysis","Children's Oncology Group|National Cancer Institute (NCI)","All","up to 21 Years   (Child, Adult)","Phase 3","70","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","ACNS0333|NCI-2009-00337|COG-ACNS0333|U10CA098543","April 3, 2008","December 2008","null","February 13, 2017","February 2017","December 20, 2016","null","April 2015","Event-free Survival|Overall Survival (OS)|Toxic Death|Non-hematological Toxicity Associated With Chemotherapy: Grade 3 or Higher During Protocol Therapy","https://ClinicalTrials.gov/show/NCT00653068"
2935,"NCT00513383","Panitumumab Chemoradiotherapy Chemotherapy for Squamous Cancer of the Head and Neck","Completed","No Results Available","Squamous Cell Carcinoma of the Head and Neck","Drug: Panitumumab|Drug: Carboplatin|Drug: Paclitaxel|Radiation: Intensity Modulated Radiation Therapy|Drug: 5-Fluorouracil|Drug: Docetaxel|Drug: Cisplatin","Massachusetts General Hospital|Brigham and Women's Hospital|Amgen","All","18 Years and older   (Adult, Senior)","Phase 1","34","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","05-401","August 7, 2007","April 2006","October 2012","February 27, 2017","February 2017","No Study Results Posted","null","October 2010","To identify the maximally tolerated dose of paclitaxel given with panitumumab plus carboplatin chemoradiotherapy.|To identify the maximally tolerated dose or biologically acceptable dose of TPF, varying the 5-FU dose, given with a fixed dose of panitumumab, prior to concurrent carboplatin, paclitaxel, panitumumab chemoradiotherapy.|To evaluate the safety and tolerability of the combination of Pan-CRT and Pan-TPF.|To estimate the overall response rate to Pan-TPF.|To estimate the overall response rate of sequential therapy.|To estimate the rate of pathologic complete response of primary tumor biopsy, to estimate 2-year disease free survival and overall survival.|To evaluate functional outcome at 2 years with respect to speech, swallowing and overall quality of life.","https://ClinicalTrials.gov/show/NCT00513383"
2936,"NCT00302003","Combination Chemotherapy Followed by Radiation Therapy in Treating Young Patients With Newly Diagnosed Hodgkin's Lymphoma","Active, not recruiting","Has Results","Childhood Favorable Prognosis Hodgkin Lymphoma|Childhood Lymphocyte Depletion Hodgkin Lymphoma|Childhood Mixed Cellularity Hodgkin Lymphoma|Childhood Nodular Sclerosis Hodgkin Lymphoma|Stage I Childhood Hodgkin Lymphoma|Stage II Childhood Hodgkin Lymphoma","Radiation: radiation therapy|Drug: doxorubicin hydrochloride|Drug: vincristine sulfate|Drug: prednisone|Drug: cyclophosphamide|Drug: ifosfamide|Drug: vinorelbine tartrate|Drug: dexamethasone|Drug: etoposide phosphate|Drug: cisplatin|Drug: cytarabine|Biological: filgrastim","Children's Oncology Group|National Cancer Institute (NCI)","All","up to 21 Years   (Child, Adult)","Phase 3","287","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","AHOD0431|NCI-2009-00377|CDR0000459962|U10CA098543|COG-AHOD0431","March 9, 2006","February 2006","null","December 16, 2016","August 2016","June 29, 2016","null","March 2012","Event Free Survival Without Receiving Radiation Therapy (EFSnoRT).|Intensive Therapy Free Survival (ITFS).|Event Free Survival (EFS)|Overall Survival","https://ClinicalTrials.gov/show/NCT00302003"
2937,"NCT01336270","Characterisation of T Lymphocytes, NK Cells and Macrophages in Melanoma Patients","Completed","No Results Available","Melanoma","Other: biological collection","Assistance Publique - Hôpitaux de Paris","All","18 Years and older   (Adult, Senior)","","217","Other","Observational","Observational Model: Cohort","P090405","April 14, 2011","May 2011","March 2014","August 25, 2014","August 2014","No Study Results Posted","IMMUMELA","November 2013","Impact of cellular infiltrate - Group 1|Impact of NK cell infiltrate - Group 2 and 3|Modifications of cellular infiltrate - Group 4","https://ClinicalTrials.gov/show/NCT01336270"
2938,"NCT02381782","Validation of uHear™ as a Screening Tool to Detect Hearing Impairment in Elderly Cancer Patients Within a Comprehensive Geriatric Assessment","Completed","No Results Available","Hearing Loss|Cancer","","General Hospital Groeninge","All","70 Years and older   (Senior)","","33","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","AZGS2014125","March 5, 2015","December 2014","June 2015","July 28, 2015","July 2015","No Study Results Posted","UHEAR","June 2015","Validation of uHear™ as a screening tool to detect hearing loss in elderly cancer patients|To determine the prevalence of presbyacusis in an elderly cancer population|To compare objective and subjective hearing screening measures|To measure hearing impairment in G8 positive patients compared with G8 negative patients|To compare uHear™ with the Whispered Voice Test|To evaluate the use of uHear™ as a measure to determine eligibility for cisplatin treatment in elderly cancer patients","https://ClinicalTrials.gov/show/NCT02381782"
2939,"NCT01941680","High Risk Adult T-cell Leukemia/Lymphoma (ATLL-HR) and Allogeneic Transplant","Recruiting","No Results Available","T-cell Lymphoma|Leukaemia","","University Hospital Center of Martinique","All","18 Years to 75 Years   (Adult, Senior)","","20","Other","Observational","Observational Model: Ecologic or Community|Time Perspective: Prospective","13/B/04|2013-A00327-38","September 3, 2013","October 31, 2013","October 2018","April 25, 2017","April 2017","No Study Results Posted","ATLL-HR-01","September 2018","Number of patients with relapse|Evidence of presence of gene expression of Tax and HBZ confirmed by Rt-PCR","https://ClinicalTrials.gov/show/NCT01941680"
2940,"NCT02091999","A Study of Escalating Doses of ASG-22CE Given as Monotherapy in Subjects With Metastatic Urothelial Cancer and Other Malignant Solid Tumors That Express Nectin-4","Recruiting","No Results Available","Metastatic Urothelial Cancer and Other Malignant Solid Tumors","Drug: ASG-22CE","Agensys, Inc.|Seattle Genetics, Inc.|Astellas Pharma Inc","All","18 Years and older   (Adult, Senior)","Phase 1","200","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","ASG-22CE-13-2","March 18, 2014","June 4, 2014","December 30, 2018","May 23, 2017","May 2017","No Study Results Posted","null","September 30, 2018","Incidence of adverse events|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Concentration at the end of infusion (CEOI)|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Maximum observed concentration (Cmax)|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Trough concentration (Ctrough)|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Time to maximum concentration (Tmax)|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Partial area under the serum concentration-time curve after first dose and as appropriate (AUC0-7)|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Terminal or apparent terminal half-life (t1/2)|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Systemic clearance (CL)|Pharmacokinetic parameter for total antibody (TAb), antibody drug conjugate (ADC), and Monomethyl Auristatin E (MMAE): Volume of distribution at steady state (Vss)|Incidence of Anti-Drug Antibody (ADA)|Tumor response|Objective response rate|Disease control rate|Progression Free Survival (PFS)|Overall Survival|Duration of Response","https://ClinicalTrials.gov/show/NCT02091999"
2941,"NCT01887314","Efficacy Study of Ginger (Zingiber Officinale) Extract ""Ginpax"" to Manage Nausea in Cancer Patients Receiving High Emetogenic Treatments and Standard Anti-emetogenic Therapy","Completed","No Results Available","Cancer|Nausea|Vomiting","Dietary Supplement: Standardized Ginger extract","Helsinn Healthcare SA","All","18 Years and older   (Adult, Senior)","","250","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care","HF01-12-69","June 24, 2013","June 2013","October 2015","January 26, 2016","January 2016","No Study Results Posted","null","September 2015","To evaluate the efficacy of Ginger in protecting patients from delayed nausea (incidence of no delayed nausea and non-significant delayed nausea)|Protection from delayed vomiting (number of emetic episodes in delayed phase)|Use of antiemetic rescue medication.|Overall fatigue assessment (BFI questionnaire)","https://ClinicalTrials.gov/show/NCT01887314"
2942,"NCT00412425","Palonosetron for Prevention of Biochemotherapy Induced Nausea and Vomiting","Completed","Has Results","Melanoma","Drug: Palonosetron","M.D. Anderson Cancer Center|Eisai Inc.","All","18 Years to 65 Years   (Adult)","Phase 1|Phase 2","30","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","2005-0506","December 14, 2006","November 2006","May 2009","April 9, 2012","April 2012","February 7, 2012","null","May 2009","Cumulative Participants Response to Palonosetron","https://ClinicalTrials.gov/show/NCT00412425"
2943,"NCT01921426","A Phase 1 Dose Escalation Study of GC4419 in Combination With Chemoradiation for Squamous Cell Cancer of the Head & Neck","Completed","No Results Available","Squamous Cell Carcinoma of the Oral Cavity|Squamous Cell Carcinoma of the Oropharynx","Drug: GC4419","Galera Therapeutics, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1","30","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Supportive Care","GT-001","August 8, 2013","August 2013","August 2016","September 21, 2016","September 2016","No Study Results Posted","null","July 2015","Frequency and Severity of Adverse Events Resulting from GC4419|Rate and Extent of Exposure to GC4419 (Pharmacokinetic Profile)|Oral Mucositis|Antitumor Effect","https://ClinicalTrials.gov/show/NCT01921426"
2944,"NCT02783794","BP-C1 Monotherapy in Patients With Metastatic Breast Cancer","Completed","No Results Available","Metastatic Breast Cancer|Stage IV Breast Cancer","Drug: BP-C1|Drug: Placebo","Meabco A/S|Meddoc AS|Norwegian University of Life Sciences","Female","18 Years to 80 Years   (Adult, Senior)","Phase 2","36","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","BMC2011-1|2011-005963-25","May 18, 2016","December 2012","February 2014","May 27, 2016","May 2016","No Study Results Posted","null","February 2014","Change (%) in the sum of diameters of target lesions|Number of target lesions|Number of non-target lesions|Treatment response|Karnofsky Performance Status (KPS) score|Scores of the general questionnaire EORTC QLQ-C30 (""Physical activity problem last week"", ""Discomfort last week"", ""Health and quality of life"")|Changes in three separate scores of the specific questionnaire EORTC QLQ-BR23 (""Breast cancer treatment problem last week"", ""Sexual interest and activity last four weeks"", ""Breast cancer related pain and discomfort last week"")|Change in Maximum Common Toxicity Criteria (CTC) score|Sum CTC score|Number of registered adverse events","https://ClinicalTrials.gov/show/NCT02783794"
2945,"NCT02082886","HIPEC For Peritoneal Surface Malignancies Including Carcinomatosis or Sarcomatosis ‐ Data Registry","Recruiting","No Results Available","Peritoneal Neoplasms|Neoplasm Metastasis|Adenocarcinoma|Sarcoma","","Edward Hospital|Edward-Elmhurst Health System","All","Child, Adult, Senior","","500","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","EDW120613A","March 5, 2014","February 2014","January 2034","February 6, 2017","February 2017","No Study Results Posted","null","January 2034","Overall survival rate|Progression-free survival rate|Rates of complications","https://ClinicalTrials.gov/show/NCT02082886"
2946,"NCT01861509","BP-C1 in Metastatic Breast Cancer Patients","Completed","No Results Available","Metastatic Breast Cancer|Stage IV Breast Cancer","Drug: BP-C1","Meabco A/S","Female","18 Years to 80 Years   (Adult, Senior)","Phase 1","6","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Basic Science","BMC 2012-4|2011-006316-31","May 13, 2013","June 2013","August 2016","February 12, 2017","February 2017","No Study Results Posted","null","August 2016","Single-dose PK: Maximum Observed Serum Concentration (Cmax) for Platinum|Single-dose PK: Time to Reach Maximum Observed Serum Concentration (Tmax) for Platinum|Single-dose PK: Area Under the Curve From Time Zero to Last Quantifiable Concentration (AUC(0-t)) for Platinum|Single-dose PK: Area Under the Curve From Time Zero to Extrapolated Infinite Time (AUC(0-∞))|Single-dose PK: Serum Decay Half-Life (T1/2) for Platinum|Multiple-dose PK: Maximum Observed Serum Concentration at Steady State (Css,max) for Platinum|Multiple-dose PK: Time to Reach Maximum Observed Serum Concentration at steady state (Tss,max) for Platinum|Multiple-dose PK: Minimum Observed Serum Concentration at Steady State (Css,min) for Platinum|Multiple-dose PK: Average Serum concentration at steady state (Css,av) for Platinum|Multiple-dose PK: Area Under the Curve within a dosing interval of tau (=24 hr) at steady state (AUCss,tau) for Platinum|Multiple-dose PK: Serum Decay Half-Life (T1/2) for Platinum|Interleukin Serum levels (Interferon γ and β, Tumour Necrosis Factor (TNF-α), IL-1beta, IL-2, IL-4, IL-6, IL-8, IL-10, IL-12, IL-21 and IL-25)|Change (%) in the sum of diameters of target lesions|Number of target lesions|Treatment response","https://ClinicalTrials.gov/show/NCT01861509"
