"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
2448,"NCT00689845","Combination Chemotherapy and Rituximab in Treating Patients With Primary Mediastinal Diffuse Large B-Cell Lymphoma","Unknown status","No Results Available","Lymphoma","Biological: bleomycin sulfate|Biological: filgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide phosphate|Drug: ifosfamide|Drug: methotrexate|Drug: prednisolone|Drug: prednisone|Drug: vincristine sulfate|Drug: vindesine","University Hospital Southampton NHS Foundation Trust|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","","120","Other","Interventional","Allocation: Non-Randomized|Primary Purpose: Treatment","CDR0000588011|USCTU-IELSG-26-RHM-CAN0546|EU-20818|EudraCT 2006-005794-22|USCTU-07/Q1704/68","June 3, 2008","June 2007","null","July 7, 2009","July 2009","No Study Results Posted","null","null","Complete response rate on PET scanning at the completion of chemoimmunotherapy|Progression-free survival|Death|Survival time","https://ClinicalTrials.gov/show/NCT00689845"
2449,"NCT02601313","A Phase 2 Multicenter Study Evaluating Subjects With Relapsed/Refractory Mantle Cell Lymphoma","Recruiting","No Results Available","Relapsed/Refractory Mantle Cell Lymphoma","Biological: KTE-C19","Kite Pharma, Inc.","All","18 Years and older   (Adult, Senior)","Phase 2","70","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","KTE-C19-102","November 6, 2015","November 2015","null","March 22, 2017","September 2016","No Study Results Posted","ZUMA-2","September 2017","Phase 2: Overall Response Rate|Duration of Response|Best Objective Response|Progression Free Survival","https://ClinicalTrials.gov/show/NCT02601313"
2450,"NCT00274846","Donor Peripheral Stem Cell Transplant in Treating Patients With Relapsed Acute Myeloid Leukemia","Completed","Has Results","Leukemia","Biological: aldesleukin|Biological: therapeutic allogeneic lymphocytes|Drug: cyclophosphamide|Drug: fludarabine phosphate|Procedure: in vitro treated peripheral blood stem cell transplantation","Masonic Cancer Center, University of Minnesota","All","2 Years and older   (Child, Adult, Senior)","Phase 2","21","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000450852|UMN-2004LS073|UMN-MT2004-25","January 10, 2006","March 2005","June 2008","November 6, 2012","November 2012","July 24, 2009","null","June 2008","Number of Patients With Natural Killer (NK) Cell Expansion|Number of Patients With Complete Remission|Median Time to Disease Relapse (Months)|Overall Survival Time of Patients With Complete Remission|Number of Patients With Complete Remission and Natural Killer Cell Expansion","https://ClinicalTrials.gov/show/NCT00274846"
2451,"NCT01405924","Fosaprepitant (MK-0517, EMEND® IV) In Salvage Treatment of Chemotherapy-Induced Vomiting (MK-0517-030)","Terminated","Has Results","Nausea|Vomiting","Drug: Fosaprepitant dimeglumine|Drug: 5-HT3 RA|Drug: Dexamethasone|Drug: Rescue medication","Merck Sharp & Dohme Corp.","Female","18 Years and older   (Adult, Senior)","Phase 2","111","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Prevention","0517-030","July 28, 2011","October 2011","December 2013","February 14, 2017","February 2017","October 24, 2014","EVADE","December 2013","Percentage of Participants With No Vomiting and No Retching During Cycle 2 of Chemotherapy|Percentage of Participants With No Vomiting and No Retching During Cycle 2 of Chemotherapy Per Type of Chemotherapy|Percentage of Participants With a Complete Response During Cycle 2 of Chemotherapy|Functional Living Index - Emesis (FLIE) Total Score During Cycle 2 of Chemotherapy|Percentage of Participants With No Significant Nausea During Cycle 2 of Chemotherapy|Percentage of Participants Who Used No Rescue Medication During Cycle 2 of Chemotherapy","https://ClinicalTrials.gov/show/NCT01405924"
2452,"NCT02622074","Safety and Efficacy Study of Pembrolizumab (MK-3475) in Combination With Chemotherapy as Neoadjuvant Treatment for Participants With Triple Negative Breast Cancer (TNBC) (MK-3475-173/KEYNOTE 173)","Recruiting","No Results Available","Triple Negative Breast Neoplasms","Biological: Pembrolizumab|Drug: Nab-paclitaxel|Drug: Anthracycline (doxorubicin)|Drug: Cyclophosphamide|Drug: Carboplatin|Drug: Paclitaxel","Merck Sharp & Dohme Corp.","Female","18 Years and older   (Adult, Senior)","Phase 1","100","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","3475-173|2015-002405-11","December 2, 2015","January 27, 2016","June 16, 2018","May 8, 2017","May 2017","No Study Results Posted","null","June 16, 2018","Number of Participants with Dose Limiting Toxicities (DLTs)|Number of Participants with a Pathological Complete Response (pCR)|Objective Response Rate (ORR)","https://ClinicalTrials.gov/show/NCT02622074"
2453,"NCT00001830","Donor Th2 Cells to Prevent Graft-Versus-Host Disease in Bone Marrow Transplants","Completed","No Results Available","Chronic Lymphocytic Leukemia|Graft vs Host Disease|Hodgkin's Disease|Multiple Myeloma|Non Hodgkin's Lymphoma","Drug: Th2 cells in allo HSCTT|Drug: Th2 Cells","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","12 Years to 75 Years   (Child, Adult, Senior)","Phase 1","110","NIH","Interventional","Primary Purpose: Treatment","990143|99-C-0143","November 3, 1999","July 20, 1999","May 19, 2015","April 19, 2017","May 19, 2015","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00001830"
2454,"NCT00517894","Dose-Dense Therapy in Aggressive Lymphoma","No longer available","No Results Available","Lymphoma","Drug: CEOP/IMVP-Dexa chemotherapy","Arbeitsgemeinschaft medikamentoese Tumortherapie","All","18 Years to 70 Years   (Adult, Senior)","","null","Other","Expanded Access","","NHL-5","August 15, 2007","null","null","August 15, 2007","August 2007","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00517894"
2455,"NCT01220297","Sirolimus & Mycophenolate Mofetil as GVHD Prophylaxis in Myeloablative, Matched Related Donor HCT","Terminated","No Results Available","Hematologic Diseases","Drug: Sirolimus|Drug: Mycophenolate Mofetil|Drug: Carmustine|Drug: VP-16|Drug: cyclophosphamide","Stanford University","All","2 Years to 60 Years   (Child, Adult)","Phase 2","3","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","BMT209|SU-09092009-3841","November 24, 2009","September 2009","May 2011","October 7, 2011","October 2011","No Study Results Posted","null","May 2011","Incidence of grade II-IV acute GVHD at D+100 post-transplant|Grade III-IV acute GVHD|Pharmacokinetics of MMF|Veno-occlusive Disease Incidence of Infection CMV reactivation|Chronic GVHD Disease-free and Overall Survival|Time to neutrophil and platelet engraftment Thrombotic microangiopathy Severity of Mucositis","https://ClinicalTrials.gov/show/NCT01220297"
2456,"NCT02042391","Risk-stratified Sequential Treatment of Post-transplant Lymphoproliferative Disease (PTLD) With Rituximab SC and Immunochemotherapy","Recruiting","No Results Available","Posttransplant Lymphoproliferative Disorder","Drug: Rituximab sc|Drug: Rituximab sc consolidation|Drug: Rituximab sc combined with CHOP chemotherapy|Drug: Rituximab sc combined with alternating chemotherapy with CHOP and DHAOx","Diako Ev. Diakonie-Krankenhaus gemeinnützige GmbH","All","18 Years and older   (Adult, Senior)","Phase 2","90","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","DPTLDSG-IIT-PTLD-2","January 20, 2014","February 3, 2015","September 2019","February 26, 2017","February 2017","No Study Results Posted","PTLD-2","September 2019","Event free survival (EFS) of low-risk patients in the intention to treat population with following definitions for low-risk and event:|Overall survival|Time to progression|Progression-free survival|Response at interim staging|Response after full treatment|Duration of response|Treatment-related mortality","https://ClinicalTrials.gov/show/NCT02042391"
2457,"NCT02930993","Anti-mesothelin CAR T Cells for Patients With Recurrent or Metastatic Malignant Tumors","Recruiting","No Results Available","Mesothelin Positive Tumors","Biological: anti-mesothelin CAR T cells","China Meitan General Hospital|Marino Biotechnology Co., Ltd.","All","18 Years to 70 Years   (Adult, Senior)","Phase 1","20","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","K16-4","October 10, 2016","August 2016","August 2019","October 11, 2016","October 2016","No Study Results Posted","null","August 2018","safety of infusion of autologous anti-mesothelin CAR T cells as assessed by the incidents of treatment related adverse events per NCI CTCAE V4.0|treatment response rate of anti-mesothelin CAR T cells|progression free survival|overall survival|proliferation of anti-mesothelin CAR T cells in patients|activation of anti-mesothelin CAR T cells in patients|persistence of anti-mesothelin CAR T cells in patients","https://ClinicalTrials.gov/show/NCT02930993"
2458,"NCT01191060","Study Comparing Conventional Dose Combination RVD to High-Dose Treatment With ASCT in the Initial Myeloma up to 65 Years","Active, not recruiting","No Results Available","Myeloma","Drug: Lenalidomide, Bortezomib|Drug: Lenalidomide, Bortezomib","University Hospital, Toulouse|Dana-Farber Cancer Institute|Celgene Corporation|Janssen-Cilag Ltd.","All","18 Years to 65 Years   (Adult)","Phase 3","700","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","09 110 01","April 16, 2010","October 2010","September 2020","August 31, 2016","August 2016","No Study Results Posted","IFM/DFCI2009","September 2018","Progression Free Survival|Response Rates|Time To Progression|Toxicity comparison|Genetic prognostic groups definition|Best treatment examination in each GEP-defined prognostic group.","https://ClinicalTrials.gov/show/NCT01191060"
2459,"NCT02867566","A Study Comparing the Efficacy and Safety Between I-CHOP and R-CHOP in Untreated CD20-Positive Diffuse Large B-cell Lymphoma Patients","Recruiting","No Results Available","Diffuse, Large B-Cell, Lymphoma","Drug: IBI301 plus CHOP|Drug: Rituximab plus CHOP","Innovent Biologics (Suzhou) Co. Ltd.","All","18 Years to 70 Years   (Adult, Senior)","Phase 3","400","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Participant, Investigator|Primary Purpose: Treatment","CIBI301A301","August 11, 2016","August 2016","December 2018","April 14, 2017","August 2016","No Study Results Posted","null","December 2018","Overall response rate(ORR)|Complete remission(CR)|Progression-free survival(PFS)|Event-free survival(EFS)|Overall survival(OS)","https://ClinicalTrials.gov/show/NCT02867566"
2460,"NCT02930967","Chimeric Switch Receptor Modified T Cells for Patients With PD-L1+ Recurrent or Metastatic Malignant Tumors","Recruiting","No Results Available","Recurrent PD-L1+ Malignant Tumors|Metastatic PD-L1+ Malignant Tumors","Biological: autologous CSR T","China Meitan General Hospital|Marino Biotechnology Co., Ltd.","All","18 Years to 70 Years   (Adult, Senior)","Phase 1","20","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","K16-3","October 10, 2016","August 2016","August 2019","October 11, 2016","October 2016","No Study Results Posted","null","August 2018","Safety as assessed by incidents of treatment related adverse events as assessed by CTCAE V4.0.|treatment response rate of CSR T cell infusion|overall survival rate|progression-free survival|proliferation of CSR T cells in patients|Persistence of CSR T cells in patients","https://ClinicalTrials.gov/show/NCT02930967"
2461,"NCT02624258","Pilot Study of Non-Viral, RNA-Redirected Autologous T Cells in Patients With Refractory or Relapsed Hodgkin Lymphoma","Recruiting","No Results Available","Hodgkin Lymphoma","Biological: CD19 RNA redirected autologous T-cells (RNA CART19 cells)","University of Pennsylvania|Children's Hospital of Philadelphia","All","18 Years to 24 Years   (Adult)","Early Phase 1","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","14BT055","December 1, 2015","November 2015","December 2017","July 15, 2016","July 2016","No Study Results Posted","null","July 2017","Incidence of Treatment-Emergent Adverse Events, defined as NCI CTCAE V4 > Grade 3","https://ClinicalTrials.gov/show/NCT02624258"
2462,"NCT01341899","Efficacy and Safety Study of Autologous Hematopoietic Stem Cell Transplantation to Treat New Onset Type 1 Diabetes","Completed","No Results Available","Type 1 Diabetes","Procedure: immunosuppression and stem cell transplantation","The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School","All","8 Years to 35 Years   (Child, Adult)","Phase 2","50","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ZKX07012","April 21, 2011","June 2006","December 2015","October 31, 2016","October 2016","No Study Results Posted","null","December 2012","Changes in C-peptide levels during standard-meal tolerance test from baseline to different time points after transplantation|Changes in serum levels of HbA1c from baseline to different time points after transplantation|Temporal changes of exogenous insulin requirement from baseline to different time points after transplantation|Dynamic changes in islet antibody status from baseline to different time points after transplantation|Dynamic changes in lymphocyte immunophenotyping and cytokine profiles from baseline to different time points after transplantation|mortality and dysfunction of other endocrine glands","https://ClinicalTrials.gov/show/NCT01341899"
